SSin,SNHin,Qin,SSr1,SOr1,SNOr1,SNHr1,SSr2,SOr2,SNOr2,SNHr2,SSr3,SOr3,SNOr3,SNHr3,SALKr3,Qr3,SSr4,SOr4,SNOr4,SNHr4,SSr5,SOr5,SNOr5,SNHr5,SALKr5,Qr5,SSu,SOu,SNOu,SNHu,SSe,SOe,SNOe,SNHe,BODe
62.83833,34.38721,16295,2.7845757338267,0.00785165312690177,3.86410968555937,12.6040385549193,1.61363356317969,5.7121303048339e-05,1.08698750707098,13.4459064825085,1.2326764287278,1.59566814367965,6.33835315787202,7.87910603821129,4.79162534277625,50199.4147198785,0.996099762617394,2.4072894954534,11.1607685476493,3.04202499336316,0.827652689939444,2.03237682635524,13.6164151716578,0.728164287167176,3.81522578241216,50199.4147198785,0.809998004403382,1.9970335101636,13.5062623630118,0.68639090461312,0.811705069985601,1.99581257827689,13.4927121952078,0.697278295043193,2.53974426341017
62.46546,34.67942,14743,2.61532344998331,0.00754949272652969,3.94377785285636,12.3164842245084,1.56714123046951,5.15421859896761e-05,1.10870107047018,13.3210246445855,1.20755361985724,1.60651382779268,6.50239979359087,7.78918966819951,4.76223944506249,45985.3659130382,0.980672119233237,2.42205550353143,11.3513588569099,2.96757384763228,0.818940773095361,2.07393662132235,13.7477376047671,0.689363556550257,3.79437482527964,45985.3659130382,0.810897719682729,1.99696743874842,13.5001210090342,0.691375769809915,0.812817221621534,1.99635992709693,13.486390195473,0.702543829612519,2.505336828745
53.74197,32.06695,13613,2.31185587820801,0.00794929252713561,4.19312690487311,11.7462658453717,1.51260300824057,5.43739974158905e-05,1.17057706631348,13.0786881460572,1.18033273573062,1.61921960240405,6.68310201649645,7.61623050645809,4.73068882908149,43916.9633854331,0.962551231522447,2.45496361605618,11.5739185987097,2.83931308074092,0.807962243458132,2.12078640557286,13.8916606137463,0.644074970750209,3.77130996339616,43916.9633854331,0.811987372570586,1.99734312210066,13.4937227525149,0.696738356765259,0.813933509691739,1.99730806901974,13.4811319550083,0.707230321230072,2.45801109811439
54.44886,29.89975,12807,2.16062237441441,0.01054868310699,4.52075006568454,10.9523081603516,1.46849783340388,8.68150408113696e-05,1.26555334460001,12.7061875054315,1.15111335408535,1.62731558851751,6.87117181741074,7.35899641924662,4.69764446817918,53995.4119199414,0.941823220152538,2.5162065477639,11.8222166686374,2.65061793206164,0.794708310155673,1.90996307043869,14.0374729857942,0.593054441575796,3.74788341020186,53995.4119199414,0.813236388026471,1.99823960414929,13.4876690192555,0.702200608619454,0.815016468058216,1.99854909734969,13.477135608825,0.71130663622575,2.40458687314648
50.06769,27.06813,12173,2.01021697889448,0.00882932125330406,4.71231308169612,10.1993024995518,1.39764961049826,5.97548622010814e-05,1.40928279982988,12.1257795309411,1.11480460466863,1.67048192937216,7.15046770887289,6.93923155100263,4.65174244088975,43928.7097504201,0.91879203364121,2.59138396520466,12.0993000447777,2.38985821984736,0.780075968276957,2.17629769787141,14.1882411681465,0.518254848260929,3.72337332442577,43928.7097504201,0.814589535594377,1.99968871804926,13.4827224897509,0.707461524141676,0.816064023938419,2.00006086303951,13.474518470215,0.714854242086915,2.35521422612557
46.35457,24.70265,11533,1.88003799191564,0.00806753803037775,4.72760769032753,9.60099218498386,1.33771050245551,4.96792657996694e-05,1.44909360392022,11.5687001073448,1.07272506509637,1.72725330058346,7.52662947377768,6.35116601066629,4.59159461819958,40181.4049541189,0.890165514240589,2.74235486549884,12.4648706000787,2.00202426701523,0.761230613518773,2.16431073106938,14.36715769342,0.409789373405858,3.69639941737366,40181.4049541189,0.81596603271816,2.00167888279192,13.4798089217767,0.712187373850586,0.817016159144068,2.00174423780712,13.4736045403956,0.717728212516799,2.30767443570572
44.35819,23.38772,12198,1.85662213672391,0.00662497918336813,4.49504799634262,9.29796276336299,1.29524807280207,3.71904936545629e-05,1.36749836129684,11.10765485267,1.0299490271403,1.79710620207551,7.94532677252963,5.66707423563344,4.52536537644256,37290.8552211521,0.85807053247696,2.99304441753655,12.8654145563535,1.54613082999849,0.73993990777139,1.87762067971498,14.5067015265766,0.316867513100164,3.67547613917365,37290.8552211521,0.817261444892906,2.00413239082439,13.4799876451556,0.716002462403382,0.817883051475685,2.00363331956341,13.4747070313647,0.719974460725214,2.27066206679814
42.57931,22.19802,11640,1.79325999050516,0.00843342840293781,4.34614853107164,8.9926352238187,1.26594056235205,5.36262210049307e-05,1.27908286654072,10.7028221266288,0.994505541406053,1.86444806068309,8.25274973961194,5.04278775349689,4.47569896314034,41073.7313369477,0.828876796605894,3.29724857423984,13.1329545780823,1.17525438050089,0.71985366672178,2.13664497063432,14.593729467748,0.247729399067934,3.66192611421279,41073.7313369477,0.818351659072567,2.00697648005602,13.4843975448409,0.718477439265847,0.818603604638834,2.0057197370504,13.4783826866878,0.721375627963443,2.24217230639467
40.00033,20.31607,11978,1.7487328166825,0.00692668058768059,4.31235106682424,8.6068539843226,1.23679244128716,3.9601254215098e-05,1.24371757089906,10.2924599310197,0.965625701401203,1.94005598770044,8.46624631629537,4.48312572371182,4.44130070878232,35642.4812906683,0.803732432767449,3.60270310100432,13.2514731284845,0.903708488101434,0.701453272581381,2.14339565483394,14.6304177528799,0.199569188854162,3.65573344438368,35642.4812906683,0.819096830152712,2.01016689909464,13.4941949816501,0.719112360019825,0.8191076673757,2.00798709520663,13.485216271095,0.721664059972987,2.22093439333611
40.38873,20.54218,13272,1.80482490190806,0.00568565147887534,4.14040973084182,8.44611781845732,1.22053548511464,3.0577212211836e-05,1.18778723847179,9.93849801126201,0.941464193726243,2.01969482015421,8.62302586109538,3.97094635848528,4.4171371046395,32980.6611376825,0.781442637271185,3.91750360982475,13.2577353620057,0.709465770337932,0.684546207322745,2.13923942882216,14.6151202895755,0.169109156151821,3.65702329830746,32980.6611376825,0.819345868523277,2.01363712800556,13.5104652649914,0.717341369721244,0.819319353480063,2.01058503784424,13.4966821754606,0.720391449357139,2.21491037946407
40.77713,20.71611,12452,1.78806612814075,0.00780855790393757,3.99172989111664,8.39782454489717,1.21491621584869,5.01648216064931e-05,1.10795228496851,9.6872944993307,0.923109000667779,2.10203391525567,8.69961853575231,3.5407012762001,4.40714766646177,39549.2870847104,0.762755111241368,4.19406699690992,13.162196959871,0.583740031041506,0.669985404321746,1.89965845871379,14.5409471592018,0.153503289202297,3.66623338334003,39549.2870847104,0.81894339308637,2.01734105934416,13.534097470809,0.712575869113906,0.819086162000324,2.01341533939016,13.5132848619909,0.717040851116603,2.21474411754232
40.46641,20.7509,13453,1.81007871484598,0.00691334956139144,4.02513558334224,8.29706950987471,1.20412856553948,4.15472948071116e-05,1.12620279709144,9.43838055317941,0.911471955921101,2.17680939041292,8.65696289977861,3.23930854095767,4.41743243178397,37446.4022124705,0.749730598991129,4.35179045978672,12.9644739426593,0.51392938857215,0.658668724638933,1.97980065493805,14.4145570937757,0.142095633283933,3.68268797566303,37446.4022124705,0.817739089929139,2.02130172600735,13.565642195927,0.704276046144746,0.818281095475575,2.01653806083456,13.5356939525058,0.711139103951671,2.21962779704107
40.83539,20.66393,13815,1.83978481863166,0.00684620002628298,3.94246097511572,8.34717338363485,1.20260436867349,4.30795324702767e-05,1.11302156015701,9.29068200231846,0.902129133040878,2.24875439800538,8.59681095162492,2.99748435756943,4.43263818597489,36711.6225722351,0.738986838983335,4.50959081238339,12.7378089176386,0.46536776361725,0.649020691846041,2.07293298732362,14.2535412936655,0.134532716467796,3.70478013479141,36711.6225722351,0.81559874501337,2.02553420789758,13.6051752542249,0.692031445044184,0.816703386889773,2.02006848034973,13.5654899057906,0.701871160279367,2.23362008140844
40.46641,20.61175,13803,1.84469257347199,0.0063044211948267,3.87585124938232,8.39558213986796,1.19759223246003,3.69613547175954e-05,1.10300154969559,9.19839647392214,0.895200161758315,2.31747733479357,8.51845583444796,2.82010899367778,4.45274036218975,35434.399067194,0.730796859332145,4.6115843917737,12.4984090953972,0.427785382165669,0.641293254453632,2.1069783817783,14.0602578533929,0.129586540554645,3.73218096254461,35434.399067194,0.812416224020577,2.02994734706899,13.652184618932,0.67563083721589,0.814244026854488,2.02376870477084,13.6018301128183,0.689091155256851,2.24943251461962
40.50525,20.54218,12514,1.77967812077545,0.00720547408012091,3.80124622850598,8.41569274396617,1.19414460042867,4.55061267993457e-05,1.04403092630676,9.17010689237809,0.887535065734782,2.3969864869338,8.49835868440683,2.63958959394795,4.4655717255502,36443.6317595311,0.7224358089064,4.75008414481958,12.2937030061745,0.387250533549345,0.633827794613005,1.99815779642498,13.8685245219076,0.123352425714853,3.76101619594526,36443.6317595311,0.808124086316096,2.03434710712098,13.705507248403,0.655101969596718,0.811045671424827,2.02723901469614,13.6412655448292,0.673783742454568,2.25424501998984
40.52467,20.43782,12542,1.75082549293895,0.0070803641859643,3.73390868032491,8.4102630863746,1.18602867134841,4.29697038439853e-05,0.985082439976792,9.1442740217867,0.879379096021571,2.48006545045477,8.5116006900053,2.46617276134811,4.47364021188395,36726.60625091,0.714257331765816,4.88117291921962,12.1178681745694,0.348833114894476,0.626877532719588,1.92136931802714,13.6784156562899,0.117925043673915,3.79091423169573,36726.60625091,0.802700881172187,2.03849630138863,13.763335290279,0.63071445879992,0.807201431129311,2.03037219040742,13.6821075886315,0.656492455439632,2.24833738454691
40.31105,20.40303,11865,1.68698678054195,0.00633933571510925,3.82605431223822,8.27221373624794,1.17542699770739,3.65791353272994e-05,0.981195980742057,9.09521793018,0.874498406613235,2.52626573788318,8.45009092299156,2.38614528626419,4.49184934562621,32655.9007845659,0.708770089905361,4.94517226492151,11.9231855195707,0.336546671553413,0.621791330162411,1.87386677668845,13.4694943134863,0.116922790396527,3.82412590122333,32655.9007845659,0.796174053731347,2.04218871522817,13.823300273134,0.602950182517261,0.802697598670741,2.03319357643962,13.7238367203541,0.63725569942451,2.23711999705036
40.11685,20.15953,12118,1.65083327833565,0.00840575443624717,4.01420609581104,8.05698592403694,1.16246172301235,5.49190956010135e-05,1.03672723682775,9.00274546437061,0.870829289540758,2.54575067852468,8.35114316351023,2.36156308904105,4.51434198310314,39314.4229441008,0.70530899841024,4.97146697588157,11.7250399641916,0.338520682751349,0.618034184237899,2.1502313387437,13.2596697083566,0.115044164517471,3.85851675849061,39314.4229441008,0.788617789137447,2.04527285621491,13.88263080176,0.572450929558369,0.797628769986739,2.03564645696552,13.7648105472938,0.616575512897546,2.22182232435958
40.04693,20.02734,11906,1.62076229017287,0.00678383912493017,4.14154362920052,7.89597169124268,1.14031101619477,3.92766414295618e-05,1.11765040250232,8.86811486826459,0.864358812395285,2.56922256013266,8.30177801178355,2.30934063399802,4.5284883771697,34770.2592273977,0.702156776320837,4.99010926668618,11.5570287119143,0.330280351753741,0.615234276983386,1.81704480945908,13.0483276913673,0.116826025403914,3.89360959163639,34770.2592273977,0.780146364903921,2.04761566298369,13.9383543647896,0.539956040368531,0.791860529237023,2.03774845157409,13.8050906321916,0.59402336749605,2.20888410839599
40.34212,19.99951,12059,1.61908108597869,0.00598293686479613,4.12826348662234,7.86617194944943,1.12111871730222,3.28021041754194e-05,1.1488698267978,8.76031929342109,0.853839132823744,2.62126906033149,8.33256707667976,2.19604842895182,4.52963278779593,31236.2041399566,0.696932467009308,5.06032607745811,11.4353613777349,0.309708932028763,0.611749479542162,2.23876261529755,12.8715249213064,0.11143965750325,3.92478170323561,31236.2041399566,0.770904839880512,2.04909455290738,13.9875052951995,0.506241113535644,0.785525605310937,2.03938997497507,13.8425364456182,0.570245933371339,2.1968438139167
40.58293,20.10039,12446,1.64572556190666,0.00609141305260756,3.95942076205892,8.00084457471454,1.11028815381037,3.32983121425833e-05,1.10670013329354,8.72234363690308,0.841611677904693,2.6947757487806,8.40398419455213,2.05415092205319,4.52369806138695,32863.6170758731,0.689712058146466,5.16315870534278,11.3487349319332,0.28491722942865,0.607296585433657,2.1360496388464,12.7238620623524,0.108032645084112,3.95264546470677,32863.6170758731,0.761058920835641,2.04960714849286,14.0273087434859,0.472064976177435,0.77854006739818,2.0405168693638,13.8763240991742,0.545046493025798,2.18887505769925
40.89365,20.40303,12982,1.672044110393,0.00720791841201029,3.97162346219548,8.02119570607768,1.11051017226655,4.56131881243399e-05,1.11485675425617,8.71500121238082,0.836431016088097,2.69971988562495,8.31919015240787,2.06590140184182,4.53939342788699,36702.815010843,0.685690950072609,5.17350114370025,11.2191822998923,0.294287339934057,0.60461991154153,2.03299618223897,12.5608614441761,0.109210328130436,3.98234601721229,36702.815010843,0.7507848213893,2.04908873880304,14.0553333001232,0.438127632817317,0.770815953222301,2.04106673444109,13.9050685899324,0.518264450028773,2.18751110672941
41.16553,20.82047,12956,1.68548136963808,0.00584011832121224,4.02366501132503,8.04301957733055,1.10156208191653,3.27572592363811e-05,1.17411044672536,8.68379640223298,0.833209359603366,2.68166265439196,8.23773001414299,2.09364828569789,4.55519996660747,31892.8401328722,0.683726416065177,5.13269920533564,11.0970710037333,0.298094465711157,0.603202923892782,2.01108187228397,12.394229814942,0.110711761638674,4.0119882809111,31892.8401328722,0.740259086705885,2.04760880488399,14.0696186608461,0.405038537739074,0.76247139427377,2.04104880967345,13.9263339156313,0.490460225670456,2.19114196418832
41.86465,21.16834,12745,1.70036371142928,0.00581401142068605,3.87109616784377,8.25900597540716,1.09954399975446,3.2494560059318e-05,1.12799783288733,8.73246307268178,0.826139629161764,2.72862574585366,8.28703963199671,2.01709885914015,4.55253354273981,31596.3711170727,0.678806712675269,5.19908794164669,11.0354414090744,0.280970420771878,0.600098725779514,2.16367662329771,12.2734047179691,0.106667472753615,4.03557875889449,31596.3711170727,0.729649242623555,2.0454006363113,14.068767995678,0.373297299976007,0.753930759018202,2.04059899561496,13.9377823645079,0.463096165630947,2.19282462403542
42.42395,21.6136,13597,1.76582867893469,0.00585724507661833,3.64758375186884,8.57026814062029,1.10455204362647,3.32183435660701e-05,1.04548061817389,8.84203567762352,0.820545247056046,2.77241075104173,8.33215956646747,1.95941474498804,4.55041416531004,33556.1109606392,0.673799847383743,5.25952205081193,10.9889261368325,0.268184781728468,0.596934964896583,1.94181185348111,12.1653731376342,0.105863224657358,4.05711785748092,33556.1109606392,0.719107108568442,2.04279123848976,14.0519822671066,0.343288459572744,0.744978865495369,2.03986723811354,13.9386437188375,0.435501384167942,2.19755211466889
43.94649,22.1354,14171,1.85226603786761,0.00554333666911476,3.44493731319766,8.90000937746674,1.11951724178848,3.1994887977152e-05,0.961975674811728,9.0185254952991,0.820308765965877,2.7687282929868,8.29481917922198,1.99740228119558,4.56024091935498,32841.1080721163,0.671032189185809,5.26241067244393,10.9303327295005,0.273146910639869,0.594854546692922,1.90291068752681,12.0565281515783,0.106887636570978,4.07812532614615,32841.1080721163,0.708764831207009,2.04014271964183,14.0190468080411,0.315285729714678,0.735394797453681,2.03901561918962,13.9268485681344,0.407102858330078,2.2106793922545
48.77431,24.68178,17637,2.18058668990278,0.00652972690354811,3.19798448700781,9.49856819892071,1.16029259229603,4.52660067893492e-05,0.909137756276694,9.27875756708172,0.829228575202452,2.68996220380101,8.12385901432598,2.19251921942284,4.59014978628592,41857.2401526998,0.673012685690903,5.17366545625849,10.8374501090863,0.308462034033784,0.595050512358631,1.91138006914259,11.9338671370599,0.111855917880927,4.1002101805753,41857.2401526998,0.698732404505557,2.03779368917418,13.9702940379279,0.289460768785108,0.724440393949709,2.03815853849349,13.8969871927646,0.376006159172053,2.24884956158233
59.88648,29.65625,17635,2.55024228565213,0.00674365735319967,3.03595155045135,10.3984345094325,1.21633333972963,4.882097855945e-05,0.895209774925191,9.71834955897057,0.849827750786245,2.53629668105386,7.81619994821083,2.59181699153797,4.64265087990493,43200.074568856,0.682663446697414,4.94055902722063,10.7022993777167,0.383466524561582,0.598823227399353,2.11467760923002,11.7985177012661,0.11963562831228,4.12357399009252,43200.074568856,0.689096494135956,2.03593090782512,13.9065440917011,0.265895926379535,0.712372621032557,2.0373025378216,13.843317743741,0.343350366588861,2.31346592550842
71.46084,34.24807,22461,3.45905510328748,0.00527860967290076,2.63103073016004,12.0889155661297,1.32355548728355,4.02189495006574e-05,0.829048766641403,10.5109980153188,0.878765721823369,2.38529887928741,7.48923520392239,3.14655865030162,4.70129720491983,44975.3888809194,0.697435797935956,4.66149437677666,10.5720360154244,0.498147661402538,0.605576618094935,2.14848880759626,11.6679565739841,0.134198089768713,4.14601876193753,44975.3888809194,0.679921426647523,2.03449784200256,13.8290139645662,0.244601013317551,0.699050039852268,2.03604765426168,13.7577657534209,0.309181622491306,2.41509906366503
80.00567,37.93544,26276,4.89533329583089,0.00475273974534117,1.77884152891534,14.8271228394344,1.54381724594965,3.73671102673357e-05,0.57369055327482,11.9784607640569,0.921894641692244,2.23842033857909,7.12916331247081,3.97197988915909,4.76832227431661,51015.5836412653,0.718030500975077,4.30975676210264,10.4711092243837,0.679978394420667,0.616075288172621,1.80676483648987,11.5465788396084,0.163369084103031,4.16681595844607,51015.5836412653,0.671253512357415,2.03329738727275,13.7391933324872,0.225533548957585,0.683750348687914,2.03405580738408,13.6231415898175,0.272323492679776,2.59351002181763
94.90087,43.39692,25598,6.35825775836841,0.00532374019264337,1.34024281859869,17.1682497110496,2.01721343805871,4.23770912798729e-05,0.289984329641257,14.1435398772127,1.00480481968815,2.06235197967559,6.57630773724053,5.40640179660907,4.86982694569636,55348.7766699882,0.753016134154438,3.79903705093738,10.3388158306821,1.08198295452548,0.633490698693111,1.98585231262293,11.4566696303006,0.22490894485927,4.1837568753842,55348.7766699882,0.663128763493099,2.03220776079077,13.6387071566591,0.208621495564945,0.668921948684651,2.03223872429603,13.4506712276276,0.239016320324434,2.79168017077763
105.7761,46.61468,27780,8.25792181616126,0.00521994489303951,1.08902625177942,19.2198972061123,2.85905342760818,3.99500621946821e-05,0.151156208610195,16.4894529378958,1.13318200758726,1.90523740255722,6.0074338154909,7.31286650515438,4.97985508369056,61929.5124159499,0.805255900042351,3.25897441256216,10.212758980806,1.7851114153156,0.658832388337853,1.79784052415733,11.4509858700454,0.353181013828412,4.19090620576841,61929.5124159499,0.655583055863401,2.03121201685858,13.5291904603807,0.193790926674538,0.655651201657381,2.03067679469884,13.2520677934432,0.211354290702465,2.95752872713103
115.2104,49.24802,29551,10.3148062593232,0.00512879738243985,1.04025993583277,20.7362938579868,4.17028598237075,3.65621551621137e-05,0.108615818133675,18.7778779474063,1.32456193594368,1.73707920489932,5.36246137897673,9.73745036543454,5.10357971821179,67853.4590790701,0.886249682295674,2.75290131040195,9.94199219756589,3.05704719072086,0.699556465935559,1.63782641549699,11.5350278480884,0.651222377743447,4.18883113011647,67853.4590790701,0.648663683067827,2.03025424966148,13.4122113437051,0.181005389025065,0.644043651207689,2.02785953985802,13.0260000616475,0.189438975950083,3.11887462814328
120.011,49.99941,31861,12.115347001187,0.00576452178455719,1.09920329398275,21.6914375917986,5.56601772411833,4.01712159419295e-05,0.101995122694743,20.670312546893,1.55657882121309,1.5796853377202,4.7126116580381,12.3870500383345,5.22413378695412,74150.7661428981,0.996618118622908,2.38309168125187,9.45777823632243,4.99035517954934,0.760758791271974,1.8611562009371,11.6755095174023,1.27791406043239,4.18369560161819,74150.7661428981,0.642442029765367,2.02912550809759,13.2892800352963,0.170333201734573,0.635186582998281,2.02064345203444,12.782383043787,0.17649602149488,3.2805910373811
118.9701,49.24802,32171,12.5682555560952,0.00610521303802111,1.26586603636203,21.8565274969019,6.53028938116834,4.2357373185564e-05,0.114803048801187,21.9395660431504,1.783109898281,1.45378260823775,4.12756263898829,14.8733937818529,5.32694976402816,78678.7933789907,1.12626721574392,2.14831282818547,8.7968649672205,7.40769883028998,0.842813730666815,1.77704997003527,11.7181346364044,2.42965694791435,4.19681712365849,78678.7933789907,0.637029536637176,2.02740223174901,13.1619537676914,0.162090563209595,0.630617662813658,2.00546980245755,12.5410634999404,0.179741449534654,3.42635936314358
112.1109,45.74154,32180,11.9469306647375,0.00652494173305334,1.38339962438679,21.4915262650314,6.63092768320471,4.6122723740685e-05,0.129076598107048,22.4792648486761,1.93572514391501,1.39148828335169,3.72333428883408,16.7293109733895,5.39426283439211,80464.0914661776,1.25003263463022,2.01785504856772,8.1710927995263,9.77054247790055,0.933396497298762,1.81288233455999,11.617832040497,4.00112511203863,4.23145178245781,80464.0914661776,0.632600613126157,2.02451771533923,13.0319977003944,0.157155141611567,0.631840303286012,1.98256544170981,12.3252660829093,0.212792562353149,3.51868930406565
102.4553,40.85751,31869,10.2507230386224,0.00816640711744146,1.70899304600417,20.1375070429162,5.69459007883769,6.5570781626814e-05,0.19103465638757,22.0777194918516,2.017280205644,1.36023959466546,3.40341414403077,17.909407321021,5.44140797796312,85640.0491753758,1.37171538083111,1.92954431102403,7.5382642586009,11.9206922747697,1.03327357329119,2.00338356538749,11.2971012153271,5.92934167695613,4.2961802342841,85640.0491753758,0.629421644506495,2.01995075605482,12.9014891952489,0.157548753147898,0.640103125390475,1.95516149961049,12.1467217593362,0.298764409484321,3.55333941706067
94.81153,39.03469,28047,7.99930577929228,0.00939725607467586,2.17233644810098,18.5686758029539,4.19885288744904,8.67166623115397e-05,0.322791439878439,20.9096642728945,2.01025789208777,1.37337171778603,3.23724035902687,18.193751427272,5.45837898078841,85713.6089590767,1.47577478549035,1.87509900301843,7.01844195804678,13.4656265599397,1.13251858574934,1.96200802138477,10.8495245807735,7.846984724189,4.37444743299302,85713.6089590767,0.627875826287282,2.01337706351571,12.7727136315588,0.167258949258763,0.655403230651274,1.92892352690032,12.0133907351653,0.458181488946603,3.50364291923044
